,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
8,603538.SH,20220531,28.6157,32.0645,37.9287,27.326,32.5561,-3.9404000000000003,-12.1034,301607500.0,14268284238.0
9,603538.SH,20220429,32.5561,50.5906,51.866,29.1145,53.455,-20.898899999999998,-39.0962,368230070.0,19949398974.0
10,603538.SH,20220331,53.455,22.1601,61.7633,21.7041,22.1601,31.2949,141.2218,482467204.0,30016770303.0
11,603538.SH,20220228,22.1601,22.2527,22.6803,20.4144,21.9463,0.2137999999999991,0.9742,34119555.0,1028830144.0
12,603538.SH,20220128,21.9463,25.3309,26.8629,21.4832,25.3024,-3.356099999999998,-13.264,51890917.0,1794157934.0
13,603538.SH,20211231,25.3024,26.4425,27.0838,22.4451,26.5494,-1.2469999999999999,-4.6969,65661322.0,2229125282.0
14,603538.SH,20211130,26.5494,19.9512,26.7916,19.7517,19.9085,6.6408999999999985,33.3571,82561816.0,2679210998.0
15,603538.SH,20211029,19.9085,24.996,26.7061,19.652,24.5685,-4.66,-18.9674,48753516.0,1601566961.0
16,603538.SH,20210930,24.5685,21.6328,26.9626,21.2338,21.7326,2.8358999999999988,13.0491,99294312.0,3364937669.0
17,603538.SH,20210831,21.7326,24.6255,26.6491,21.4547,24.6255,-2.8928999999999974,-11.7476,72549473.0,2449151473.0
18,603538.SH,20210730,24.6255,32.8126,33.9812,23.7918,33.4895,-8.864,-26.468,96263196.0,3845631231.0
19,603538.SH,20210630,33.4895,28.8081,35.335,27.326,27.7464,5.743099999999998,20.6985,162206467.0,7246307448.0
20,603538.SH,20210531,27.7464,28.9649,29.2143,24.5828,31.1382,-3.3918,-10.8927,153423461.0,5725764446.0
21,603538.SH,20210430,31.1382,21.9107,31.359,20.3787,21.8252,9.313000000000002,42.6709,194804030.0,7177196363.0
22,603538.SH,20210331,21.8252,23.5139,24.3975,21.0628,23.4498,-1.624600000000001,-6.928,43743044.0,1376209977.0
23,603538.SH,20210226,23.4498,21.1483,24.882,20.963,21.4262,2.0235999999999983,9.4445,47214069.0,1515429100.0
24,603538.SH,20210129,21.4262,26.6135,27.3902,21.2338,26.4567,-5.0305,-19.0141,92665538.0,3230539048.0
25,603538.SH,20201231,26.4567,20.9987,27.0482,20.9274,21.0984,5.3583,25.3967,140013990.0,4797119017.0
26,603538.SH,20201130,21.0984,23.8132,24.141,20.9417,23.7348,-2.6363999999999983,-11.1077,66069381.0,2084727340.0
27,603538.SH,20201030,23.7348,26.8914,28.7868,23.7134,26.3641,-2.6293000000000006,-9.973,59248811.0,2151500120.0
28,603538.SH,20200930,26.3641,36.753,37.6223,26.1575,36.5535,-10.1894,-27.8753,75162681.0,3276634542.0
29,603538.SH,20200831,36.5535,32.777,37.4727,30.7106,32.5846,3.968899999999998,12.1803,117881252.0,5639923008.0
30,603538.SH,20200731,32.5846,36.4822,39.4678,30.0052,36.3255,-3.7408999999999963,-10.2983,197415701.0,9676051582.0
31,603538.SH,20200630,36.3255,32.4207,44.3915,31.6369,32.3709,3.9545999999999992,12.2165,111038061.0,5792345077.0
32,603538.SH,20200529,32.2917,23.9256,32.9528,23.7408,24.544,7.747699999999998,31.5666,89111694.0,3658088792.0
33,603538.SH,20200430,24.544,20.798,27.6928,18.5732,21.0255,3.5184999999999995,16.7344,190038645.0,6522763894.0
